name,description,start_dt,end_dt,timeslot_duration,date_format,datetime_format,url
Penguicon 2019,Penguicon 2019,2019-05-03 10:00,2019-05-05 18:00,60,%Y-%m-%d,%Y-%m-%d %H:%M,https://2019.penguicon.org/
